Production Record No;Company;Customer;Start Date;End Date;Production No;Recipe No;Receipt;Reçete;Quantity;Quantity to be produced;Return concrete;Return concrete note;Order Code;Jobsite;Driver;Ek Madde;Ek Maddenin Miktarı;Ek Madde 2;Ek Maddenin Miktarı 2;Nakliyat Bölgesi;Vehicle;Agg1;Agg2;Agg3;Agg4;Agg5;Agg6;Cem1;Cem2;Cem3;Cem4;Add1;Add2;Add3;Add4;Add5;Wat1;Wat2;Extra Water1;Extra Water2;Statu;Agg1Girilen Hata;Agg1Hesaplanan Hata;Agg2Girilen Hata;Agg2Hesaplanan Hata;Agg3Girilen Hata;Agg3Hesaplanan Hata;Agg4Girilen Hata;Agg4Hesaplanan Hata;Cem1Girilen Hata;Cem1Hesaplanan Hata;Cem2Girilen Hata;Cem2Hesaplanan Hata;Cem3Girilen Hata;Cem3Hesaplanan Hata;Cem4Girilen Hata;Cem4Hesaplanan Hata;Add1Girilen Hata;Add1Hesaplanan Hata;Add2Girilen Hata;Add2Hesaplanan Hata;Add3Girilen Hata;Add3Hesaplanan Hata;Add4Girilen Hata;Add4Hesaplanan Hata;Wa1Girilen Hata;Wa1Hesaplanan Hata;Wa2Girilen Hata;Wa2Hesaplanan Hata;Ag1YuzdeFark;Ag2YuzdeFark;Ag3YuzdeFark;Ag4YuzdeFark;Cim1YuzdeFark;Cim2YuzdeFark;Cim3YuzdeFark;Cim4YuzdeFark;Kat1YuzdeFark;Kat2YuzdeFark;Kat3YuzdeFark;Kat4YuzdeFark;Su1YuzdeFark;Su2YuzdeFark
71340;BAUPARTNER;PRECAST CONCRETE;07/02/2026  12:50;07/02/2026  12:53;71613;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;346,00;498,00;746,00;266,00;0,00;0,00;0,00;449,00;0,00;0,00;1,99;0,00;0,00;0,00;0,00;129,00;0,00;0;0;2;2,00;-3,89;2,00;-0,40;2,00;-0,53;2,00;-1,48;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-3,89;-0,40;-0,53;-1,48;0,00;-0,22;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71339;BAUPARTNER;PRECAST CONCRETE;07/02/2026  12:40;07/02/2026  12:42;71612;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;356,00;493,00;754,00;286,00;0,00;0,00;0,00;452,00;0,00;0,00;2,01;0,00;0,00;0,00;0,00;130,00;0,00;0;0;2;2,00;-1,11;2,00;-1,60;2,00;0,53;2,00;5,93;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,11;-1,60;0,53;5,93;0,00;0,44;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71338;BAUPARTNER;PRECAST CONCRETE;07/02/2026  12:29;07/02/2026  12:31;71611;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;377,00;521,00;734,00;236,00;0,00;0,00;0,00;448,00;0,00;0,00;2,04;0,00;0,00;0,00;0,00;129,00;0,00;0;0;2;2,00;4,72;2,00;3,99;2,00;-2,13;2,00;-12,59;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;4,72;3,99;-2,13;-12,59;0,00;-0,44;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71337;BAUPARTNER;PRECAST CONCRETE;07/02/2026  12:19;07/02/2026  12:21;71610;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;355,00;505,00;756,00;323,00;0,00;0,00;0,00;449,00;0,00;0,00;2,06;0,00;0,00;0,00;0,00;129,00;0,00;0;0;2;2,00;-1,39;2,00;0,80;2,00;0,80;2,00;19,63;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,46;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,39;0,80;0,80;19,63;0,00;-0,22;0,00;0,00;-99,46;0,00;0,00;0,00;0,00;0,00
71336;BAUPARTNER;PRECAST CONCRETE;07/02/2026  12:09;07/02/2026  12:12;71609;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;365,00;523,00;738,00;239,00;0,00;0,00;0,00;451,00;0,00;0,00;1,87;0,00;0,00;0,00;0,00;126,00;0,00;0;0;2;2,00;1,39;2,00;4,39;2,00;-1,60;2,00;-11,48;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;-99,52;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,39;4,39;-1,60;-11,48;0,00;0,22;0,00;0,00;-99,52;0,00;0,00;0,00;0,00;0,00
71335;BAUPARTNER;PRECAST CONCRETE;07/02/2026  11:59;07/02/2026  12:01;71608;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;349,00;449,00;743,00;262,00;0,00;0,00;0,00;452,00;0,00;0,00;1,96;0,00;0,00;0,00;0,00;123,00;0,00;0;0;2;2,00;-3,06;2,00;-10,74;2,00;-0,93;2,00;-2,96;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,81;1,00;0,00;-3,06;-10,74;-0,93;-2,96;0,00;0,44;0,00;0,00;-99,49;0,00;0,00;0,00;-0,81;0,00
71334;BAUPARTNER;PRECAST CONCRETE;07/02/2026  11:51;07/02/2026  11:53;71607;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;371,00;541,00;729,00;270,00;0,00;0,00;0,00;445,00;0,00;0,00;2,14;0,00;0,00;0,00;0,00;123,00;0,00;0;0;2;2,00;3,06;2,00;7,98;2,00;-2,80;2,00;0,00;1,00;0,00;1,00;-1,11;1,00;0,00;1,00;0,00;1,00;-99,45;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,82;1,00;0,00;3,06;7,98;-2,80;0,00;0,00;-1,11;0,00;0,00;-99,45;0,00;0,00;0,00;0,82;0,00
71333;BAUPARTNER;PRECAST CONCRETE;07/02/2026  11:40;07/02/2026  11:43;71606;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;366,00;464,00;803,00;252,00;0,00;0,00;0,00;446,00;0,00;0,00;1,97;0,00;0,00;0,00;0,00;124,00;0,00;0;0;2;2,00;1,67;2,00;-7,39;2,00;7,07;2,00;-6,67;1,00;0,00;1,00;-0,89;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,67;-7,39;7,07;-6,67;0,00;-0,89;0,00;0,00;-99,49;0,00;0,00;0,00;0,00;0,00
71332;BAUPARTNER;PRECAST CONCRETE;07/02/2026  11:04;07/02/2026  11:06;71605;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;0,40;0,40;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;120,00;221,00;278,00;101,00;0,00;0,00;0,00;186,00;0,00;0,00;0,75;0,00;0,00;0,00;0,00;49,00;0,00;0;0;2;2,00;-16,67;2,00;10,50;2,00;-7,33;2,00;-6,48;1,00;0,00;1,00;3,33;1,00;0,00;1,00;0,00;1,00;-99,51;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-2,00;1,00;0,00;-16,67;10,50;-7,33;-6,48;0,00;3,33;0,00;0,00;-99,51;0,00;0,00;0,00;-2,00;0,00
71331;BAUPARTNER;PRECAST CONCRETE;07/02/2026  10:53;07/02/2026  10:55;71604;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;371,00;466,00;783,00;301,00;0,00;0,00;0,00;449,00;0,00;0,00;1,99;0,00;0,00;0,00;0,00;129,00;0,00;0;0;2;2,00;3,06;2,00;-6,80;2,00;4,40;2,00;11,48;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;3,06;-6,80;4,40;11,48;0,00;-0,22;0,00;0,00;-99,49;0,00;0,00;0,00;0,00;0,00
71330;BAUPARTNER;PRECAST CONCRETE;07/02/2026  10:41;07/02/2026  10:44;71603;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;354,00;511,00;724,00;253,00;0,00;0,00;0,00;450,00;0,00;0,00;2,05;0,00;0,00;0,00;0,00;129,00;0,00;0;0;2;2,00;-1,67;2,00;2,00;2,00;-3,47;2,00;-6,30;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,67;2,00;-3,47;-6,30;0,00;0,00;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71329;BAUPARTNER;PRECAST CONCRETE;07/02/2026  10:32;07/02/2026  10:34;71602;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;366,00;498,00;730,00;286,00;0,00;0,00;0,00;452,00;0,00;0,00;2,02;0,00;0,00;0,00;0,00;128,00;0,00;0;0;2;2,00;1,67;2,00;-0,80;2,00;-2,67;2,00;5,93;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,67;-0,80;-2,67;5,93;0,00;0,44;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71328;BAUPARTNER;PRECAST CONCRETE;07/02/2026  10:20;07/02/2026  10:22;71601;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;348,00;516,00;741,00;241,00;0,00;0,00;0,00;440,00;0,00;0,00;1,88;0,00;0,00;0,00;0,00;128,00;0,00;0;0;2;2,00;-3,33;2,00;2,99;2,00;-1,20;2,00;-10,74;1,00;0,00;1,00;-2,22;1,00;0,00;1,00;0,00;1,00;-99,51;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,79;1,00;0,00;-3,33;2,99;-1,20;-10,74;0,00;-2,22;0,00;0,00;-99,51;0,00;0,00;0,00;0,79;0,00
71327;BAUPARTNER;PRECAST CONCRETE;07/02/2026  10:09;07/02/2026  10:12;71600;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;352,00;498,00;760,00;318,00;0,00;0,00;0,00;449,00;0,00;0,00;2,11;0,00;0,00;0,00;0,00;128,00;0,00;0;0;2;2,00;-2,22;2,00;-0,60;2,00;1,33;2,00;17,78;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,46;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,22;-0,60;1,33;17,78;0,00;-0,22;0,00;0,00;-99,46;0,00;0,00;0,00;0,00;0,00
71326;BAUPARTNER;PRECAST CONCRETE;07/02/2026  09:57;07/02/2026  10:00;71599;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;373,00;509,00;721,00;245,00;0,00;0,00;0,00;457,00;0,00;0,00;1,90;0,00;0,00;0,00;0,00;127,00;0,00;0;0;2;2,00;3,61;2,00;1,60;2,00;-3,87;2,00;-9,26;1,00;0,00;1,00;1,56;1,00;0,00;1,00;0,00;1,00;-99,51;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,78;1,00;0,00;3,61;1,60;-3,87;-9,26;0,00;1,56;0,00;0,00;-99,51;0,00;0,00;0,00;-0,78;0,00
71325;BAUPARTNER;PRECAST CONCRETE;07/02/2026  09:47;07/02/2026  09:49;71598;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;363,00;492,00;760,00;278,00;0,00;0,00;0,00;451,00;0,00;0,00;2,03;0,00;0,00;0,00;0,00;124,00;0,00;0;0;2;2,00;0,83;2,00;-1,80;2,00;1,33;2,00;2,96;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,83;-1,80;1,33;2,96;0,00;0,22;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71324;BAUPARTNER;PRECAST CONCRETE;07/02/2026  09:35;07/02/2026  09:37;71597;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;383,00;502,00;743,00;253,00;0,00;0,00;0,00;449,00;0,00;0,00;1,96;0,00;0,00;0,00;0,00;121,00;0,00;0;0;2;2,00;6,39;2,00;0,20;2,00;-0,93;2,00;-6,30;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;6,39;0,20;-0,93;-6,30;0,00;-0,22;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71323;BAUPARTNER;PRECAST CONCRETE;07/02/2026  09:24;07/02/2026  09:27;71596;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;338,00;500,00;737,00;295,00;0,00;0,00;0,00;455,00;0,00;0,00;1,85;0,00;0,00;0,00;0,00;119,00;0,00;0;0;2;2,00;-6,11;2,00;-0,20;2,00;-1,73;2,00;9,26;1,00;0,00;1,00;1,11;1,00;0,00;1,00;0,00;1,00;-99,50;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-6,11;-0,20;-1,73;9,26;0,00;1,11;0,00;0,00;-99,50;0,00;0,00;0,00;0,00;0,00
71322;BAUPARTNER;PRECAST CONCRETE;07/02/2026  09:15;07/02/2026  09:18;71595;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;363,00;517,00;738,00;239,00;0,00;0,00;0,00;449,00;0,00;0,00;1,83;0,00;0,00;0,00;0,00;120,00;0,00;0;0;2;2,00;0,83;2,00;3,40;2,00;-1,60;2,00;-11,48;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,50;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,84;1,00;0,00;0,83;3,40;-1,60;-11,48;0,00;-0,22;0,00;0,00;-99,50;0,00;0,00;0,00;0,84;0,00
71321;BAUPARTNER;PRECAST CONCRETE;07/02/2026  09:06;07/02/2026  09:09;71594;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;352,00;486,00;784,00;300,00;0,00;0,00;0,00;450,00;0,00;0,00;2,06;0,00;0,00;0,00;0,00;120,00;0,00;0;0;2;2,00;-2,22;2,00;-2,41;2,00;4,53;2,00;11,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,22;-2,41;4,53;11,11;0,00;0,00;0,00;0,00;-99,44;0,00;0,00;0,00;0,00;0,00
71320;BAUPARTNER;PRECAST CONCRETE;07/02/2026  08:58;07/02/2026  09:00;71593;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;390,00;478,00;744,00;218,00;0,00;0,00;0,00;445,00;0,00;0,00;1,77;0,00;0,00;0,00;0,00;121,00;0,00;0;0;2;2,00;8,33;2,00;-4,02;2,00;-0,80;2,00;-19,26;1,00;0,00;1,00;-1,11;1,00;0,00;1,00;0,00;1,00;-99,52;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,82;1,00;0,00;8,33;-4,02;-0,80;-19,26;0,00;-1,11;0,00;0,00;-99,52;0,00;0,00;0,00;-0,82;0,00
71319;BAUPARTNER;PRECAST CONCRETE;07/02/2026  08:50;07/02/2026  08:52;71592;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;313,00;543,00;748,00;290,00;0,00;0,00;0,00;453,00;0,00;0,00;1,96;0,00;0,00;0,00;0,00;122,00;0,00;0;0;2;2,00;-13,06;2,00;8,82;2,00;-0,27;2,00;7,41;1,00;0,00;1,00;0,67;1,00;0,00;1,00;0,00;1,00;-99,46;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-13,06;8,82;-0,27;7,41;0,00;0,67;0,00;0,00;-99,46;0,00;0,00;0,00;0,00;0,00
71318;BAUPARTNER;PRECAST CONCRETE;07/02/2026  08:00;07/02/2026  08:02;71591;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;394,00;479,00;729,00;284,00;0,00;0,00;0,00;452,00;0,00;0,00;1,82;0,00;0,00;0,00;0,00;119,00;0,00;0;0;2;2,00;9,44;2,00;-4,20;2,00;-2,80;2,00;5,19;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,51;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,83;1,00;0,00;9,44;-4,20;-2,80;5,19;0,00;0,44;0,00;0,00;-99,51;0,00;0,00;0,00;-0,83;0,00
71317;BAUPARTNER;PRECAST CONCRETE;07/02/2026  07:49;07/02/2026  07:51;71590;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;352,00;491,00;778,00;237,00;0,00;0,00;0,00;447,00;0,00;0,00;1,96;0,00;0,00;0,00;0,00;115,00;0,00;0;0;2;2,00;-2,22;2,00;-1,60;2,00;3,73;2,00;-12,22;1,00;0,00;1,00;-0,67;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,88;1,00;0,00;-2,22;-1,60;3,73;-12,22;0,00;-0,67;0,00;0,00;-99,47;0,00;0,00;0,00;0,88;0,00
71316;BAUPARTNER;PRECAST CONCRETE;07/02/2026  07:35;07/02/2026  07:38;71589;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;386,00;500,00;746,00;292,00;0,00;0,00;0,00;454,00;0,00;0,00;1,93;0,00;0,00;0,00;0,00;111,00;0,00;0;0;2;2,00;7,22;2,00;-0,40;2,00;-0,53;2,00;8,15;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,89;1,00;0,00;7,22;-0,40;-0,53;8,15;0,00;0,89;0,00;0,00;-99,48;0,00;0,00;0,00;-0,89;0,00
71315;BAUPARTNER;PRECAST CONCRETE;07/02/2026  07:25;07/02/2026  07:27;71588;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;333,00;511,00;730,00;260,00;0,00;0,00;0,00;452,00;0,00;0,00;1,95;0,00;0,00;0,00;0,00;108,00;0,00;0;0;2;2,00;-7,50;2,00;2,00;2,00;-2,67;2,00;-3,70;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-7,50;2,00;-2,67;-3,70;0,00;0,44;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71314;BAUPARTNER;PRECAST CONCRETE;07/02/2026  07:16;07/02/2026  07:18;71587;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;343,00;482,00;776,00;242,00;0,00;0,00;0,00;444,00;0,00;0,00;1,79;0,00;0,00;0,00;0,00;84,00;0,00;0;0;2;2,00;-4,72;2,00;-3,98;2,00;3,47;2,00;-10,37;1,00;0,00;1,00;-1,33;1,00;0,00;1,00;0,00;1,00;-99,52;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-4,72;-3,98;3,47;-10,37;0,00;-1,33;0,00;0,00;-99,52;0,00;0,00;0,00;0,00;0,00
71313;BAUPARTNER;PRECAST CONCRETE;06/02/2026  13:28;06/02/2026  13:30;71586;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;0,70;0,70;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;279,00;357,00;500,00;270,00;0,00;0,00;0,00;319,00;0,00;0,00;1,48;0,00;0,00;0,00;0,00;84,00;0,00;0;0;2;2,00;10,71;2,00;1,42;2,00;-4,76;2,00;42,86;1,00;0,00;1,00;1,27;1,00;0,00;1,00;0,00;1,00;-99,43;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-1,18;1,00;0,00;10,71;1,42;-4,76;42,86;0,00;1,27;0,00;0,00;-99,43;0,00;0,00;0,00;-1,18;0,00
71312;BAUPARTNER;PRECAST CONCRETE;06/02/2026  13:14;06/02/2026  13:16;71585;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;343,00;531,00;760,00;261,00;0,00;0,00;0,00;450,00;0,00;0,00;1,73;0,00;0,00;0,00;0,00;121,00;0,00;0;0;2;2,00;-4,72;2,00;5,57;2,00;1,33;2,00;-3,33;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,53;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-4,72;5,57;1,33;-3,33;0,00;0,00;0,00;0,00;-99,53;0,00;0,00;0,00;0,00;0,00
71311;BAUPARTNER;PRECAST CONCRETE;06/02/2026  13:04;06/02/2026  13:06;71584;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;362,00;477,00;734,00;285,00;0,00;0,00;0,00;450,00;0,00;0,00;1,92;0,00;0,00;0,00;0,00;122,00;0,00;0;0;2;2,00;0,56;2,00;-5,17;2,00;-2,13;2,00;5,56;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,83;1,00;0,00;0,56;-5,17;-2,13;5,56;0,00;0,00;0,00;0,00;-99,48;0,00;0,00;0,00;0,83;0,00
71310;BAUPARTNER;PRECAST CONCRETE;06/02/2026  12:52;06/02/2026  12:55;71583;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;363,00;532,00;778,00;247,00;0,00;0,00;0,00;449,00;0,00;0,00;1,90;0,00;0,00;0,00;0,00;120,00;0,00;0;0;2;2,00;0,83;2,00;5,98;2,00;3,73;2,00;-8,52;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,83;1,00;0,00;0,83;5,98;3,73;-8,52;0,00;-0,22;0,00;0,00;-99,49;0,00;0,00;0,00;-0,83;0,00
71309;BAUPARTNER;PRECAST CONCRETE;06/02/2026  12:43;06/02/2026  12:45;71582;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;345,00;487,00;746,00;290,00;0,00;0,00;0,00;449,00;0,00;0,00;1,92;0,00;0,00;0,00;0,00;122,00;0,00;0;0;2;2,00;-4,17;2,00;-3,18;2,00;-0,53;2,00;7,41;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-4,17;-3,18;-0,53;7,41;0,00;-0,22;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71308;BAUPARTNER;PRECAST CONCRETE;06/02/2026  12:30;06/02/2026  12:32;71581;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;358,00;509,00;719,00;225,00;0,00;0,00;0,00;450,00;0,00;0,00;1,97;0,00;0,00;0,00;0,00;122,00;0,00;0;0;2;2,00;-0,56;2,00;1,39;2,00;-4,13;2,00;-16,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,83;1,00;0,00;-0,56;1,39;-4,13;-16,67;0,00;0,00;0,00;0,00;-99,47;0,00;0,00;0,00;0,83;0,00
71307;BAUPARTNER;PRECAST CONCRETE;06/02/2026  12:20;06/02/2026  12:23;71580;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;390,00;477,00;770,00;289,00;0,00;0,00;0,00;449,00;0,00;0,00;1,85;0,00;0,00;0,00;0,00;123,00;0,00;0;0;2;2,00;8,33;2,00;-5,17;2,00;2,67;2,00;7,04;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,50;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;8,33;-5,17;2,67;7,04;0,00;-0,22;0,00;0,00;-99,50;0,00;0,00;0,00;0,00;0,00
71306;BAUPARTNER;PRECAST CONCRETE;06/02/2026  12:11;06/02/2026  12:13;71579;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;347,00;517,00;747,00;267,00;0,00;0,00;0,00;453,00;0,00;0,00;1,89;0,00;0,00;0,00;0,00;122,00;0,00;0;0;2;2,00;-3,61;2,00;2,99;2,00;-0,40;2,00;-1,11;1,00;0,00;1,00;0,67;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-3,61;2,99;-0,40;-1,11;0,00;0,67;0,00;0,00;-99,49;0,00;0,00;0,00;0,00;0,00
